timestamp,value,label,KPI ID
1494479100,2.421875,0,02e99bd4f6cfb33f
1499201940,2.47540974617,0,02e99bd4f6cfb33f
1498666560,2.29824566841,0,02e99bd4f6cfb33f
1496857020,2.703125,1,02e99bd4f6cfb33f
1496298300,2.12698411942,1,02e99bd4f6cfb33f
1495783560,1.265625,1,02e99bd4f6cfb33f
1496791980,3.1875,1,02e99bd4f6cfb33f
1498650960,0.98360657692,0,02e99bd4f6cfb33f
1496702340,2.96875,1,02e99bd4f6cfb33f
1495787760,3.140625,1,02e99bd4f6cfb33f
1495788240,4.875,1,02e99bd4f6cfb33f
1495700400,0.984375,1,02e99bd4f6cfb33f
1499581020,1.96666669846,0,02e99bd4f6cfb33f
1493974380,0.967213094234,1,02e99bd4f6cfb33f
1495332420,2.625,0,02e99bd4f6cfb33f
1496590620,1.890625,1,02e99bd4f6cfb33f
1498779900,2.48333334923,0,02e99bd4f6cfb33f
1497992760,1.953125,0,02e99bd4f6cfb33f
1496721360,2.796875,1,02e99bd4f6cfb33f
1496940600,2.875,1,02e99bd4f6cfb33f
1495660140,1.984375,0,02e99bd4f6cfb33f
1495534200,0.953125,0,02e99bd4f6cfb33f
1495185600,1.09375,1,02e99bd4f6cfb33f
1496855460,2.765625,1,02e99bd4f6cfb33f
1499640780,2.36363625526,0,02e99bd4f6cfb33f
1496822160,1.609375,1,02e99bd4f6cfb33f
1497088920,0.96875,1,02e99bd4f6cfb33f
1498867680,2.46666669846,0,02e99bd4f6cfb33f
1497033780,2.90625,1,02e99bd4f6cfb33f
1497182580,0.984375,0,02e99bd4f6cfb33f
1496806380,3.234375,1,02e99bd4f6cfb33f
1498204020,1.09375,1,02e99bd4f6cfb33f
1493583000,2.54098367691,0,02e99bd4f6cfb33f
1496770200,3.453125,1,02e99bd4f6cfb33f
1494856260,1.3125,0,02e99bd4f6cfb33f
1496785620,3.078125,1,02e99bd4f6cfb33f
1495036860,2.3125,0,02e99bd4f6cfb33f
1498033080,1.01612901688,0,02e99bd4f6cfb33f
1497142860,2.375,1,02e99bd4f6cfb33f
1496703960,2.859375,1,02e99bd4f6cfb33f
1496942580,2.59574460983,1,02e99bd4f6cfb33f
1497148860,3.171875,1,02e99bd4f6cfb33f
1498119120,2.14285707474,1,02e99bd4f6cfb33f
1497488520,1.9375,0,02e99bd4f6cfb33f
1497118140,1.96875,1,02e99bd4f6cfb33f
1495705080,0.984375,1,02e99bd4f6cfb33f
1494501240,0.96875,0,02e99bd4f6cfb33f
1497002340,0.982758641243,1,02e99bd4f6cfb33f
1496377080,2.01612901688,0,02e99bd4f6cfb33f
1496567820,1.22222220898,1,02e99bd4f6cfb33f
1497120540,3.5625,1,02e99bd4f6cfb33f
1496874060,2.63934421539,1,02e99bd4f6cfb33f
1496896200,2.015625,1,02e99bd4f6cfb33f
1498718640,2.49180316925,1,02e99bd4f6cfb33f
1499323380,1.83870971203,1,02e99bd4f6cfb33f
1497817560,2.53225803375,0,02e99bd4f6cfb33f
1496745000,1.328125,1,02e99bd4f6cfb33f
1497727080,2.28125,0,02e99bd4f6cfb33f
1497099300,1.484375,1,02e99bd4f6cfb33f
1499102940,2.36206889153,0,02e99bd4f6cfb33f
1498905000,0.983333349228,0,02e99bd4f6cfb33f
1495745940,2.578125,0,02e99bd4f6cfb33f
1499530800,1.79999995232,0,02e99bd4f6cfb33f
1496788380,2.796875,1,02e99bd4f6cfb33f
1494951600,2.03125,0,02e99bd4f6cfb33f
1494501420,0.9375,0,02e99bd4f6cfb33f
1497133500,2.09375,1,02e99bd4f6cfb33f
1497762780,2.22580647469,0,02e99bd4f6cfb33f
1494798060,2.65000009537,0,02e99bd4f6cfb33f
1495746180,2.5,0,02e99bd4f6cfb33f
1497694440,0.984375,0,02e99bd4f6cfb33f
1497141120,2.875,1,02e99bd4f6cfb33f
1493865180,2.75409841537,0,02e99bd4f6cfb33f
1496958840,3.125,1,02e99bd4f6cfb33f
1499705700,2.5,0,02e99bd4f6cfb33f
1498131360,0.96875,0,02e99bd4f6cfb33f
1498674780,2.40983605385,0,02e99bd4f6cfb33f
1498203060,1.15625,1,02e99bd4f6cfb33f
1495350540,1.703125,0,02e99bd4f6cfb33f
1494135660,2.11475419998,0,02e99bd4f6cfb33f
1498443600,2.421875,0,02e99bd4f6cfb33f
1498281660,1.796875,0,02e99bd4f6cfb33f
1497517620,1.234375,1,02e99bd4f6cfb33f
1495700520,0.984375,1,02e99bd4f6cfb33f
1496903400,1.578125,1,02e99bd4f6cfb33f
1495677840,1.96875,0,02e99bd4f6cfb33f
1498111620,3.359375,1,02e99bd4f6cfb33f
1497513360,1.078125,1,02e99bd4f6cfb33f
1497001980,0.96875,1,02e99bd4f6cfb33f
1498896480,1.0166666507700002,0,02e99bd4f6cfb33f
1496321640,1.01612901688,0,02e99bd4f6cfb33f
1494552300,2.265625,0,02e99bd4f6cfb33f
1494655500,1.84375,0,02e99bd4f6cfb33f
1494238260,0.967213094234,0,02e99bd4f6cfb33f
1497046620,2.875,1,02e99bd4f6cfb33f
1496644320,2.15873026848,0,02e99bd4f6cfb33f
1497688740,0.96875,0,02e99bd4f6cfb33f
1496309520,1.265625,1,02e99bd4f6cfb33f
1497802620,2.45161294937,0,02e99bd4f6cfb33f
1494313440,1.4426229000100002,0,02e99bd4f6cfb33f
