identifier,1679666988,1679666993,1679666998,1679667003,1679667008,1679667013,1679667018,1679667023,1679667028,1679667033,1679667038,1679667043,1679667048,1679667053,1679667058,1679667063,1679667068,1679667073,1679667078,1679667083,1679667088,1679667093,1679667098,1679667103,1679667108,1679667113,1679667118,1679667123,1679667128,1679667133,1679667138,1679667143,1679667148,1679667153,1679667158,1679667163,1679667168,1679667173,1679667178,1679667183,1679667188,1679667193,1679667198,1679667203,1679667208,1679667213,1679667218,1679667223,1679667228,1679667233,1679667238,1679667243,1679667248,1679667253,1679667258,1679667263,1679667268,1679667273,1679667278,1679667283,1679667288,1679667293,1679667298,1679667303,1679667308,1679667313,1679667318,1679667323,1679667328,1679667333,1679667338,1679667343,1679667348,1679667353,1679667358,1679667363,1679667368,1679667373,1679667378,1679667383,1679667388,1679667393,1679667398,1679667403,1679667408,1679667413,1679667418,1679667423,1679667428,1679667433,1679667438,1679667443,1679667448,1679667453,1679667458,1679667463,1679667468,1679667473,1679667478,1679667483,1679667488,1679667493,1679667498,1679667503,1679667508,1679667513,1679667518,1679667523,1679667528,1679667533,1679667538,1679667543,1679667548,1679667553,1679667558,1679667563,1679667568,1679667573,1679667578,1679667583,1679667588,1679667593,1679667598,1679667603,1679667608,1679667613,1679667618,1679667623,1679667628,1679667633,1679667638,1679667643,1679667648,service,source_file,1679670106,1679670111,1679670116,1679670121,1679670126,1679670131,1679670136,1679670141,1679670146,1679670151,1679670156,1679670161,1679670166,1679670171,1679670176,1679670181,1679670186,1679670191,1679670196,1679670201,1679670206,1679670211,1679670216,1679670221,1679670226,1679670231,1679670236,1679670241,1679670246,1679670251,1679670256,1679670261,1679670266,1679670271,1679670276,1679670281,1679670286,1679670291,1679670296,1679670301,1679670306,1679670311,1679670316,1679670321,1679670326,1679670331,1679670336,1679670341,1679670346,1679670351,1679670356,1679670361,1679670366,1679670371,1679670376,1679670381,1679670386,1679670391,1679670396,1679670401,1679670406,1679670411,1679670416,1679670421,1679670426,1679670431,1679670436,1679670441,1679670446,1679670451,1679670456,1679670461,1679670466,1679670471,1679670476,1679670481,1679670486,1679670491,1679670496,1679670501,1679670506,1679670511,1679670516,1679670521,1679670526,1679670531,1679670536,1679670541,1679670546,1679670551,1679670556,1679670561,1679670566,1679670571,1679670576,1679670581,1679670586,1679670591,1679670596,1679670601,1679670606,1679670611,1679670616,1679670621,1679670626,1679670631,1679670636,1679670641,1679670646,1679670651,1679670656,1679670661,1679670666,1679670671,1679670676,1679670681,1679670686,1679670691,1679670696,1679670701,1679670706,1679670711,1679670716,1679670721,1679670726,1679670731,1679670736,1679670741,1679670746,1679670751,1679670756,1679670761,1679670766
go_gc_duration_seconds&catalogue:80&catalogue&0,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,0.00030034,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&catalogue:80&catalogue&0.25,0.00031749,0.00031749,0.00031749,0.00031749,0.00031749,0.00031749,0.00031749,0.00031749,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031783,0.00031783,0.00031783,0.00031783,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031783,0.00031783,0.00031783,0.00031783,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031788,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031783,0.00031788,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&catalogue:80&catalogue&0.5,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.000325421,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.00032585,0.000325421,0.000325421,0.000325421,0.000325421,0.00032585,0.00032585,0.00032585,0.00032585,0.000325421,0.000325421,0.000325421,0.000325421,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325199,0.000325421,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&catalogue:80&catalogue&0.75,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337499,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337499,0.000337499,0.000337499,0.000337499,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337499,0.000337499,0.000337499,0.000337499,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337371,0.000337499,0.000337499,0.000337499,0.000337499,0.000337891,0.000337891,0.000337891,0.000337891,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000338231,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000337915,0.000338231,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&catalogue:80&catalogue&1,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,0.000496259,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&payment:80&payment&0,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028195,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,0.00028484,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&payment:80&payment&0.25,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030647,0.00030647,0.00030647,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.00030647,0.00030647,0.00030647,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.00030564,0.0003062,0.0003062,0.0003062,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030703,0.00030703,0.00030703,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030745,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030703,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030647,0.00030703,0.00030703,0.00030703,0.00030647,0.00030647,0.00030647,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.0003062,0.00030647,0.00030647,0.00030647,0.00030703,0.00030703,0.00030703,0.00030745,0.00030745,0.00030745,0.00030703,0.00030703,0.00030703,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&payment:80&payment&0.5,0.00032096,0.00032096,0.00032096,0.00032096,0.00032096,0.00032096,0.00032096,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032056,0.00032056,0.00032056,0.00032068,0.00032068,0.00032068,0.00032056,0.00032056,0.00032056,0.00032056,0.00032056,0.00032056,0.00032048,0.00032048,0.00032048,0.00032046,0.00032046,0.00032046,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00031956,0.00032046,0.00032046,0.00032046,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032048,0.00032056,0.00032056,0.00032056,0.00032068,0.00032068,0.00032068,0.00032056,0.00032056,0.00032056,0.00032056,0.00032056,0.00032056,0.00032068,0.00032068,0.00032068,0.00032056,0.00032056,0.00032056,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032096,0.00032096,0.00032096,0.00032096,0.00032096,0.00032096,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032068,0.00032096,0.00032096,0.00032096,0.00032068,0.00032068,0.00032068,0.00032096,0.00032096,0.00032096,0.00032106,0.00032106,0.00032106,0.00032106,0.00032106,0.00032106,0.00032096,0.00032096,0.00032096,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go_gc_duration_seconds&payment:80&payment&0.75,0.000333131,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.00033287,0.00033287,0.00033287,0.00033275,0.00033275,0.00033275,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.00033275,0.00033275,0.00033275,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.000332711,0.00033275,0.00033275,0.00033275,0.00033287,0.00033287,0.00033287,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.000332711,0.000332711,0.000332711,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033275,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033287,0.00033275,0.00033275,0.00033275,0.00033287,0.00033287,0.00033287,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,0.000332881,carts,rand 1679667648.0_10990.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
