sample_id,task,dataset,model,prediction,confidence,response_time,correct
kpi_0,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7751391080468432,1.6780233803365632,True
kpi_0,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.9226674435573082,3.242515352880394,True
kpi_0,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.7863036069551896,3.499503178996387,True
kpi_1,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8925801351590624,1.8193251588640424,True
kpi_1,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8598119921553657,3.1327690017841134,True
kpi_1,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8459657123680502,3.1345140712610498,True
kpi_2,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7488909436560506,2.956842337167207,True
kpi_2,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8496423040814215,2.632691116878262,False
kpi_2,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8881465788725417,2.9937786651558196,False
kpi_3,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.9058215408917801,1.6022902308720723,True
kpi_3,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8656036807650296,1.5496916446776592,True
kpi_3,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8062420210213612,2.4095196299552937,False
kpi_4,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8379463417179668,3.340690128074838,True
kpi_4,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7117266724745179,3.133870245772129,True
kpi_4,kpi_anomaly_detection,real_kpi,phi-3,normal,0.7051396875231024,2.2861500065646494,False
kpi_5,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8705860702625771,1.2738372165994578,True
kpi_5,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7358695376605042,1.3591827988827188,True
kpi_5,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8314318743941371,1.394157277033079,True
kpi_6,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8162071082332935,1.0852458724045613,True
kpi_6,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8059857144299339,1.5409726131933743,True
kpi_6,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8227002683975014,1.6858806408424618,True
kpi_7,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7192439545957601,1.0784443081483641,True
kpi_7,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8850431352698365,1.5194169501965575,True
kpi_7,kpi_anomaly_detection,real_kpi,phi-3,normal,0.9221803723076449,1.6970105977535668,False
kpi_8,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7755533591052781,2.4118975661952264,True
kpi_8,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7975212105881255,1.892971435345145,True
kpi_8,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8228664100481192,2.153520050312632,True
kpi_9,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.9042364482066689,1.7502846084159474,True
kpi_9,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.9038458125905551,2.158550899838036,True
kpi_9,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8400134611959231,2.6474293667008366,False
kpi_10,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.9172145037771551,2.8988254826044026,True
kpi_10,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8071453465584021,2.4373345248367455,True
kpi_10,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8855632220303982,2.8684102710448856,False
kpi_11,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8384591319248293,1.409840443203966,True
kpi_11,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8874722459140947,2.6018259816342715,False
kpi_11,kpi_anomaly_detection,real_kpi,phi-3,normal,0.729642528110409,1.4612746098299045,False
kpi_12,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8044379425939681,1.1934521048545115,True
kpi_12,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7846313565654383,1.3001344395140324,True
kpi_12,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8013980012096407,1.2477223584641823,False
kpi_13,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8742075566603793,2.3811736641471812,True
kpi_13,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8019725478369939,3.231083747055435,False
kpi_13,kpi_anomaly_detection,real_kpi,phi-3,normal,0.7765920788786178,1.6395084382674752,False
kpi_14,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.940424965898839,3.2843549478363796,True
kpi_14,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7262039969882389,2.5779140749325355,True
kpi_14,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8407043381461823,3.111344056156426,True
kpi_15,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7350968094024573,2.3339371447663,True
kpi_15,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7083998003779717,2.843648797659482,True
kpi_15,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.7303747013319751,3.365650877764804,True
kpi_16,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8329597357981893,1.1427642969614575,True
kpi_16,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8040699067639684,1.4750481153005717,True
kpi_16,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8955226917649979,2.1367003168526146,False
kpi_17,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7688560244247382,2.226143938676783,True
kpi_17,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7175829473783673,1.6396492135133622,True
kpi_17,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8731428547672783,2.696256808606308,True
kpi_18,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8700387596116294,2.1893867687993964,True
kpi_18,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8915752333357496,1.4554119743487526,False
kpi_18,kpi_anomaly_detection,real_kpi,phi-3,normal,0.872645556025258,2.384352889834927,False
kpi_19,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7721968867265915,2.8198767552035777,True
kpi_19,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8986521237372848,1.1254266321829398,True
kpi_19,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8517006617938616,2.1341457100676373,True
