trace_id,service_name,timestamp,metric_name,value,status
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,auth,2026-01-21 17:09:21.317463,request_duration_ms,46.32,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,user-db,2026-01-21 17:09:21.333573,request_duration_ms,18.22,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,catalog,2026-01-21 17:09:21.314267,request_duration_ms,28.59,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,catalog-db,2026-01-21 17:09:21.328297,request_duration_ms,22.47,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,cache,2026-01-21 17:09:21.329787,request_duration_ms,5.18,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,order,2026-01-21 17:09:21.317963,request_duration_ms,132.8,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,payment,2026-01-21 17:09:21.325358,request_duration_ms,198.91,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,payment-gateway,2026-01-21 17:09:21.333588,request_duration_ms,295.74,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,fraud-detection,2026-01-21 17:09:21.336057,request_duration_ms,115.12,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,inventory,2026-01-21 17:09:21.326931,request_duration_ms,35.93,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,inventory-db,2026-01-21 17:09:21.333803,request_duration_ms,30.63,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,shipping,2026-01-21 17:09:21.327361,request_duration_ms,178.05,ok
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,logistics-api,2026-01-21 17:09:21.337786,request_duration_ms,155.74,ok
576ec17e-4400-416f-85ec-17166cac9287,auth,2026-01-20 17:09:21.317106,request_duration_ms,47.06,ok
576ec17e-4400-416f-85ec-17166cac9287,user-db,2026-01-20 17:09:21.326276,request_duration_ms,18.8,ok
576ec17e-4400-416f-85ec-17166cac9287,catalog,2026-01-20 17:09:21.321462,request_duration_ms,24.35,ok
576ec17e-4400-416f-85ec-17166cac9287,catalog-db,2026-01-20 17:09:21.340512,request_duration_ms,23.71,ok
576ec17e-4400-416f-85ec-17166cac9287,cache,2026-01-20 17:09:21.329029,request_duration_ms,6.62,ok
576ec17e-4400-416f-85ec-17166cac9287,order,2026-01-20 17:09:21.321601,request_duration_ms,132.09,ok
576ec17e-4400-416f-85ec-17166cac9287,payment,2026-01-20 17:09:21.334955,request_duration_ms,265.46,ok
576ec17e-4400-416f-85ec-17166cac9287,payment-gateway,2026-01-20 17:09:21.351595,request_duration_ms,270.8,ok
576ec17e-4400-416f-85ec-17166cac9287,fraud-detection,2026-01-20 17:09:21.344687,request_duration_ms,95.86,ok
576ec17e-4400-416f-85ec-17166cac9287,inventory,2026-01-20 17:09:21.340745,request_duration_ms,53.14,ok
576ec17e-4400-416f-85ec-17166cac9287,inventory-db,2026-01-20 17:09:21.355577,request_duration_ms,31.91,ok
576ec17e-4400-416f-85ec-17166cac9287,shipping,2026-01-20 17:09:21.333484,request_duration_ms,147.61,ok
576ec17e-4400-416f-85ec-17166cac9287,logistics-api,2026-01-20 17:09:21.346905,request_duration_ms,158.37,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,auth,2026-01-13 17:09:21.331197,request_duration_ms,46.59,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,user-db,2026-01-13 17:09:21.347534,request_duration_ms,18.38,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,catalog,2026-01-13 17:09:21.318637,request_duration_ms,42.47,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,catalog-db,2026-01-13 17:09:21.329409,request_duration_ms,31.11,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,cache,2026-01-13 17:09:21.327408,request_duration_ms,6.64,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,order,2026-01-13 17:09:21.326441,request_duration_ms,89.94,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,payment,2026-01-13 17:09:21.342704,request_duration_ms,291.2,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,payment-gateway,2026-01-13 17:09:21.352107,request_duration_ms,245.64,error
52d31e87-9de3-4a8d-974a-3703eaed59e1,fraud-detection,2026-01-13 17:09:21.362282,request_duration_ms,112.23,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,inventory,2026-01-13 17:09:21.333037,request_duration_ms,53.34,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,inventory-db,2026-01-13 17:09:21.345652,request_duration_ms,22.22,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,shipping,2026-01-13 17:09:21.333864,request_duration_ms,190.47,ok
52d31e87-9de3-4a8d-974a-3703eaed59e1,logistics-api,2026-01-13 17:09:21.352641,request_duration_ms,200.14,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,auth,2026-02-07 17:09:21.328915,request_duration_ms,48.81,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,user-db,2026-02-07 17:09:21.347085,request_duration_ms,20.46,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,catalog,2026-02-07 17:09:21.323730,request_duration_ms,27.01,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,catalog-db,2026-02-07 17:09:21.340218,request_duration_ms,19.63,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,cache,2026-02-07 17:09:21.336977,request_duration_ms,5.39,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,order,2026-02-07 17:09:21.322787,request_duration_ms,86.87,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,payment,2026-02-07 17:09:21.338736,request_duration_ms,182.34,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,payment-gateway,2026-02-07 17:09:21.358663,request_duration_ms,388.95,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,fraud-detection,2026-02-07 17:09:21.351500,request_duration_ms,97.1,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,inventory,2026-02-07 17:09:21.332858,request_duration_ms,46.15,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,inventory-db,2026-02-07 17:09:21.341161,request_duration_ms,20.85,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,shipping,2026-02-07 17:09:21.331221,request_duration_ms,191.28,ok
43cb6042-c11f-4380-96f1-9683cf36dce3,logistics-api,2026-02-07 17:09:21.337284,request_duration_ms,153.18,ok
c59771d4-ad5c-4bee-9812-133d90489504,auth,2026-02-04 17:09:21.327497,request_duration_ms,51.48,ok
c59771d4-ad5c-4bee-9812-133d90489504,user-db,2026-02-04 17:09:21.341140,request_duration_ms,459.61,error
c59771d4-ad5c-4bee-9812-133d90489504,catalog,2026-02-04 17:09:21.319503,request_duration_ms,980.46,error
c59771d4-ad5c-4bee-9812-133d90489504,catalog-db,2026-02-04 17:09:21.337461,request_duration_ms,869.14,error
c59771d4-ad5c-4bee-9812-133d90489504,order,2026-02-04 17:09:21.327570,request_duration_ms,107.96,ok
c59771d4-ad5c-4bee-9812-133d90489504,payment,2026-02-04 17:09:21.334209,request_duration_ms,8297.08,error
c59771d4-ad5c-4bee-9812-133d90489504,payment-gateway,2026-02-04 17:09:21.343387,request_duration_ms,14793.31,error
c59771d4-ad5c-4bee-9812-133d90489504,fraud-detection,2026-02-04 17:09:21.352049,request_duration_ms,5290.66,error
c59771d4-ad5c-4bee-9812-133d90489504,inventory,2026-02-04 17:09:21.345110,request_duration_ms,36.32,ok
c59771d4-ad5c-4bee-9812-133d90489504,inventory-db,2026-02-04 17:09:21.364006,request_duration_ms,24.0,ok
c59771d4-ad5c-4bee-9812-133d90489504,shipping,2026-02-04 17:09:21.335065,request_duration_ms,149.09,ok
c59771d4-ad5c-4bee-9812-133d90489504,logistics-api,2026-02-04 17:09:21.343271,request_duration_ms,154.46,ok
be4c95b2-422a-42ee-8068-592a8fb84153,catalog,2026-02-09 17:09:21.323940,request_duration_ms,32.16,ok
be4c95b2-422a-42ee-8068-592a8fb84153,catalog-db,2026-02-09 17:09:21.343871,request_duration_ms,24.63,ok
be4c95b2-422a-42ee-8068-592a8fb84153,cache,2026-02-09 17:09:21.331262,request_duration_ms,5.78,ok
be4c95b2-422a-42ee-8068-592a8fb84153,order,2026-02-09 17:09:21.325248,request_duration_ms,125.5,ok
be4c95b2-422a-42ee-8068-592a8fb84153,payment,2026-02-09 17:09:21.339011,request_duration_ms,211.77,ok
be4c95b2-422a-42ee-8068-592a8fb84153,payment-gateway,2026-02-09 17:09:21.346372,request_duration_ms,419.6,ok
be4c95b2-422a-42ee-8068-592a8fb84153,fraud-detection,2026-02-09 17:09:21.346798,request_duration_ms,132.79,ok
be4c95b2-422a-42ee-8068-592a8fb84153,inventory,2026-02-09 17:09:21.333776,request_duration_ms,36.52,ok
be4c95b2-422a-42ee-8068-592a8fb84153,inventory-db,2026-02-09 17:09:21.342469,request_duration_ms,28.79,ok
be4c95b2-422a-42ee-8068-592a8fb84153,shipping,2026-02-09 17:09:21.336536,request_duration_ms,190.59,ok
be4c95b2-422a-42ee-8068-592a8fb84153,logistics-api,2026-02-09 17:09:21.355557,request_duration_ms,171.38,ok
747901d7-604c-46ba-9ec2-93553292fbc2,auth,2026-02-03 17:09:21.319473,request_duration_ms,48.45,ok
747901d7-604c-46ba-9ec2-93553292fbc2,user-db,2026-02-03 17:09:21.331331,request_duration_ms,16.01,ok
747901d7-604c-46ba-9ec2-93553292fbc2,catalog,2026-02-03 17:09:21.331546,request_duration_ms,655.43,error
747901d7-604c-46ba-9ec2-93553292fbc2,catalog-db,2026-02-03 17:09:21.337645,request_duration_ms,294.82,error
747901d7-604c-46ba-9ec2-93553292fbc2,cache,2026-02-03 17:09:21.349735,request_duration_ms,74.15,error
747901d7-604c-46ba-9ec2-93553292fbc2,order,2026-02-03 17:09:21.328063,request_duration_ms,97.08,ok
747901d7-604c-46ba-9ec2-93553292fbc2,payment,2026-02-03 17:09:21.347871,request_duration_ms,146.9,ok
747901d7-604c-46ba-9ec2-93553292fbc2,payment-gateway,2026-02-03 17:09:21.352988,request_duration_ms,310.37,ok
747901d7-604c-46ba-9ec2-93553292fbc2,fraud-detection,2026-02-03 17:09:21.357362,request_duration_ms,96.04,ok
747901d7-604c-46ba-9ec2-93553292fbc2,inventory,2026-02-03 17:09:21.347147,request_duration_ms,478.11,error
747901d7-604c-46ba-9ec2-93553292fbc2,inventory-db,2026-02-03 17:09:21.354479,request_duration_ms,371.41,error
747901d7-604c-46ba-9ec2-93553292fbc2,shipping,2026-02-03 17:09:21.336117,request_duration_ms,147.51,ok
747901d7-604c-46ba-9ec2-93553292fbc2,logistics-api,2026-02-03 17:09:21.345077,request_duration_ms,5167.95,error
360e4a45-c2d5-4235-8ca4-87c1395d0f78,auth,2026-02-08 17:09:21.330251,request_duration_ms,1538.98,error
360e4a45-c2d5-4235-8ca4-87c1395d0f78,user-db,2026-02-08 17:09:21.339180,request_duration_ms,14.89,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,catalog,2026-02-08 17:09:21.326086,request_duration_ms,24.24,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,catalog-db,2026-02-08 17:09:21.331231,request_duration_ms,927.4,error
360e4a45-c2d5-4235-8ca4-87c1395d0f78,cache,2026-02-08 17:09:21.339270,request_duration_ms,5.03,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,order,2026-02-08 17:09:21.326549,request_duration_ms,2969.16,error
360e4a45-c2d5-4235-8ca4-87c1395d0f78,payment,2026-02-08 17:09:21.345545,request_duration_ms,196.15,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,payment-gateway,2026-02-08 17:09:21.351143,request_duration_ms,309.05,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,fraud-detection,2026-02-08 17:09:21.360776,request_duration_ms,99.65,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,inventory,2026-02-08 17:09:21.339947,request_duration_ms,35.33,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,inventory-db,2026-02-08 17:09:21.359555,request_duration_ms,27.86,ok
360e4a45-c2d5-4235-8ca4-87c1395d0f78,shipping,2026-02-08 17:09:21.335100,request_duration_ms,7095.73,error
360e4a45-c2d5-4235-8ca4-87c1395d0f78,logistics-api,2026-02-08 17:09:21.340472,request_duration_ms,194.24,ok
167bdf3f-caa4-410a-b2d2-25ac77f55baa,auth,2026-01-31 17:09:21.328070,request_duration_ms,74.96,ok
167bdf3f-caa4-410a-b2d2-25ac77f55baa,user-db,2026-01-31 17:09:21.335458,request_duration_ms,22.06,ok
167bdf3f-caa4-410a-b2d2-25ac77f55baa,catalog,2026-01-31 17:09:21.318602,request_duration_ms,30.9,ok
167bdf3f-caa4-410a-b2d2-25ac77f55baa,catalog-db,2026-01-31 17:09:21.337379,request_duration_ms,21.06,ok
