trace_id,span_id,parent_span_id,service_name,operation_name,start_time,end_time,duration_ms,status,fault_scenario,http_status_code,error_message
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,8c742d07-19f4-4f58-9556-271e7c2b55c0,,gateway,http.request,2026-01-21 17:09:21.308790,2026-01-21 17:09:21.316593,7.8,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,8b2ce277-30db-4cc8-9fb0-31ce38add19a,8c742d07-19f4-4f58-9556-271e7c2b55c0,auth,gateway.call_auth,2026-01-21 17:09:21.317463,2026-01-21 17:09:21.363778,46.32,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,0a29ab0d-7b0d-4b38-a2a6-05b8da4add33,8b2ce277-30db-4cc8-9fb0-31ce38add19a,user-db,auth.call_user-db,2026-01-21 17:09:21.333573,2026-01-21 17:09:21.351794,18.22,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,98623266-c4ff-4c9a-b2fb-b33ed9b1201b,8c742d07-19f4-4f58-9556-271e7c2b55c0,catalog,gateway.call_catalog,2026-01-21 17:09:21.314267,2026-01-21 17:09:21.342859,28.59,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,22c39141-0054-40e7-b8cf-9aad85ebc35c,98623266-c4ff-4c9a-b2fb-b33ed9b1201b,catalog-db,catalog.call_catalog-db,2026-01-21 17:09:21.328297,2026-01-21 17:09:21.350769,22.47,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,6447d263-a1a1-4d9e-aefa-e7d5def666b0,98623266-c4ff-4c9a-b2fb-b33ed9b1201b,cache,catalog.call_cache,2026-01-21 17:09:21.329787,2026-01-21 17:09:21.334968,5.18,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,6e0d1051-5930-4840-b59a-7544b9881cc8,8c742d07-19f4-4f58-9556-271e7c2b55c0,order,gateway.call_order,2026-01-21 17:09:21.317963,2026-01-21 17:09:21.450766,132.8,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,57d011d8-8bf2-47f5-bf27-44dd1472758b,6e0d1051-5930-4840-b59a-7544b9881cc8,payment,order.call_payment,2026-01-21 17:09:21.325358,2026-01-21 17:09:21.524271,198.91,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,f97b6d93-b67c-40af-9138-bc49dbc0237c,57d011d8-8bf2-47f5-bf27-44dd1472758b,payment-gateway,payment.call_payment-gateway,2026-01-21 17:09:21.333588,2026-01-21 17:09:21.629333,295.74,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,1a332953-0c67-40ec-99da-b22cc27ce12f,57d011d8-8bf2-47f5-bf27-44dd1472758b,fraud-detection,payment.call_fraud-detection,2026-01-21 17:09:21.336057,2026-01-21 17:09:21.451177,115.12,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,9da46c94-71af-461f-a858-449b0df8da37,6e0d1051-5930-4840-b59a-7544b9881cc8,inventory,order.call_inventory,2026-01-21 17:09:21.326931,2026-01-21 17:09:21.362860,35.93,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,10800ae4-a1c0-4917-a4d3-170f5e568631,9da46c94-71af-461f-a858-449b0df8da37,inventory-db,inventory.call_inventory-db,2026-01-21 17:09:21.333803,2026-01-21 17:09:21.364436,30.63,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,db46203f-2c40-48a3-b45a-e57d18d628f9,6e0d1051-5930-4840-b59a-7544b9881cc8,shipping,order.call_shipping,2026-01-21 17:09:21.327361,2026-01-21 17:09:21.505406,178.05,ok,normal,200,
93ebcbd7-50e1-4e09-867d-6b2e80ef9626,36a51148-b232-4ad2-9e89-fd07f1e6cca4,db46203f-2c40-48a3-b45a-e57d18d628f9,logistics-api,shipping.call_logistics-api,2026-01-21 17:09:21.337786,2026-01-21 17:09:21.493525,155.74,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,d8d0101b-721b-46aa-a25c-08c58d860593,,gateway,http.request,2026-01-20 17:09:21.310909,2026-01-20 17:09:21.321911,11.0,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,30693f62-6fec-4b29-9d75-39562d7689ac,d8d0101b-721b-46aa-a25c-08c58d860593,auth,gateway.call_auth,2026-01-20 17:09:21.317106,2026-01-20 17:09:21.364167,47.06,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,a5f55a45-e242-40e3-93c0-5f63d8ad17a4,30693f62-6fec-4b29-9d75-39562d7689ac,user-db,auth.call_user-db,2026-01-20 17:09:21.326276,2026-01-20 17:09:21.345077,18.8,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,fed02431-dcbc-472d-b2ff-ff26d839b214,d8d0101b-721b-46aa-a25c-08c58d860593,catalog,gateway.call_catalog,2026-01-20 17:09:21.321462,2026-01-20 17:09:21.345815,24.35,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,695818fd-1ee3-45a9-b10d-e4457f0b97bd,fed02431-dcbc-472d-b2ff-ff26d839b214,catalog-db,catalog.call_catalog-db,2026-01-20 17:09:21.340512,2026-01-20 17:09:21.364220,23.71,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,241f6b09-a70a-469c-bf5e-817d71f0ff2e,fed02431-dcbc-472d-b2ff-ff26d839b214,cache,catalog.call_cache,2026-01-20 17:09:21.329029,2026-01-20 17:09:21.335654,6.62,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,bc31cacd-b53f-41cb-b389-48cb0879e8a1,d8d0101b-721b-46aa-a25c-08c58d860593,order,gateway.call_order,2026-01-20 17:09:21.321601,2026-01-20 17:09:21.453687,132.09,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,604320e2-78e5-4d4d-aaff-1191dce18b8e,bc31cacd-b53f-41cb-b389-48cb0879e8a1,payment,order.call_payment,2026-01-20 17:09:21.334955,2026-01-20 17:09:21.600413,265.46,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,98f3465a-2d97-4640-bc48-34968789a74a,604320e2-78e5-4d4d-aaff-1191dce18b8e,payment-gateway,payment.call_payment-gateway,2026-01-20 17:09:21.351595,2026-01-20 17:09:21.622391,270.8,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,51b50021-88cc-4220-afe2-b3d194d4a52a,604320e2-78e5-4d4d-aaff-1191dce18b8e,fraud-detection,payment.call_fraud-detection,2026-01-20 17:09:21.344687,2026-01-20 17:09:21.440549,95.86,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,f4a37607-a9de-477d-8970-f8951ed082c3,bc31cacd-b53f-41cb-b389-48cb0879e8a1,inventory,order.call_inventory,2026-01-20 17:09:21.340745,2026-01-20 17:09:21.393881,53.14,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,ff0250cb-5799-4880-a5e4-282c0c9b5897,f4a37607-a9de-477d-8970-f8951ed082c3,inventory-db,inventory.call_inventory-db,2026-01-20 17:09:21.355577,2026-01-20 17:09:21.387488,31.91,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,1148cd59-60c6-4cd6-85c8-be0f951950a5,bc31cacd-b53f-41cb-b389-48cb0879e8a1,shipping,order.call_shipping,2026-01-20 17:09:21.333484,2026-01-20 17:09:21.481097,147.61,ok,normal,200,
576ec17e-4400-416f-85ec-17166cac9287,ee71b226-d545-4b07-a0ba-359c52703ff6,1148cd59-60c6-4cd6-85c8-be0f951950a5,logistics-api,shipping.call_logistics-api,2026-01-20 17:09:21.346905,2026-01-20 17:09:21.505278,158.37,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,c5a1dd9a-aaf4-4f69-b1e7-1cb96ebc7e9d,,gateway,http.request,2026-01-13 17:09:21.311237,2026-01-13 17:09:21.323044,11.81,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,279a6224-3cfe-4dbc-847a-6931497e5e66,c5a1dd9a-aaf4-4f69-b1e7-1cb96ebc7e9d,auth,gateway.call_auth,2026-01-13 17:09:21.331197,2026-01-13 17:09:21.377785,46.59,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,cd333ad6-3634-4128-bd2a-5e8ded75faec,279a6224-3cfe-4dbc-847a-6931497e5e66,user-db,auth.call_user-db,2026-01-13 17:09:21.347534,2026-01-13 17:09:21.365914,18.38,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,d8451a8c-b9cc-44bc-9004-ca9c743b2c6b,c5a1dd9a-aaf4-4f69-b1e7-1cb96ebc7e9d,catalog,gateway.call_catalog,2026-01-13 17:09:21.318637,2026-01-13 17:09:21.361108,42.47,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,9e66ad88-a073-478b-8a4c-5cf4556c2eab,d8451a8c-b9cc-44bc-9004-ca9c743b2c6b,catalog-db,catalog.call_catalog-db,2026-01-13 17:09:21.329409,2026-01-13 17:09:21.360515,31.11,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,2aaddd9e-2c76-4fa9-bbab-274245908575,d8451a8c-b9cc-44bc-9004-ca9c743b2c6b,cache,catalog.call_cache,2026-01-13 17:09:21.327408,2026-01-13 17:09:21.334053,6.64,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,1bf18c00-26d1-4f24-86bd-88daf9b55a71,c5a1dd9a-aaf4-4f69-b1e7-1cb96ebc7e9d,order,gateway.call_order,2026-01-13 17:09:21.326441,2026-01-13 17:09:21.416384,89.94,ok,normal,200,
52d31e87-9de3-4a8d-974a-3703eaed59e1,3ec19382-9e92-4b00-9c86-93b692690b7f,1bf18c00-26d1-4f24-86bd-88daf9b55a71,payment,order.call_payment,2026-01-13 17:09:21.342704,2026-01-13 17:09:21.633904,291.2,ok,normal,200,
